Time (UTC), Frequency (MHz),Level (dB/Hz)
1551105545.0, 144.888671875, -48.291924192
1551105545.0, 144.890625, -48.2785703297
1551105545.0, 144.892578125, -48.6691040825
1551105545.0, 144.89453125, -48.6015750001
1551105545.0, 144.896484375, -47.6654702464
1551105545.0, 144.8984375, -48.1642248713
1551105545.0, 144.900390625, -48.3531296057
1551105545.0, 144.90234375, -48.2212010961
1551105545.0, 144.904296875, -48.4419239621
1551105545.0, 144.90625, -48.4572029924
1551105545.0, 144.908203125, -48.4620757365
1551105545.0, 144.91015625, -48.554621706
1551105545.0, 144.912109375, -48.2845401448
1551105545.0, 144.9140625, -48.628487716
1551105545.0, 144.916015625, -48.6538404544
1551105545.0, 144.91796875, -48.5333454658
1551105545.0, 144.919921875, -48.7073547331
1551105545.0, 144.921875, -48.6691521978
1551105545.0, 144.923828125, -48.5668233595
1551105545.0, 144.92578125, -48.4387408689
1551105545.0, 144.927734375, -47.3197540858
1551105545.0, 144.9296875, -45.5270122184
1551105545.0, 144.931640625, -47.9382612214
1551105545.0, 144.93359375, -48.8017503758
1551105545.0, 144.935546875, -48.6759782685
1551105545.0, 144.9375, -48.5081210451
1551105545.0, 144.939453125, -48.7495108809
1551105545.0, 144.94140625, -48.5921273071
1551105545.0, 144.943359375, -48.6882850343
1551105545.0, 144.9453125, -48.5783338787
1551105545.0, 144.947265625, -48.6285408821
1551105545.0, 144.94921875, -48.8787659607
1551105545.0, 144.951171875, -48.9023047225
1551105545.0, 144.953125, -48.6376612887
1551105545.0, 144.955078125, -48.78757678
1551105545.0, 144.95703125, -48.8415153982
1551105545.0, 144.958984375, -48.7335289023
1551105545.0, 144.9609375, -46.1384409216
1551105545.0, 144.962890625, -43.5727541938
1551105545.0, 144.96484375, -47.5764532672
1551105545.0, 144.966796875, -48.6293942185
1551105545.0, 144.96875, -48.5766835832
1551105545.0, 144.970703125, -48.3428853692
1551105545.0, 144.97265625, -48.2725178655
1551105545.0, 144.974609375, -48.5614319606
1551105545.0, 144.9765625, -48.2648936232
1551105545.0, 144.978515625, -48.066399044
1551105545.0, 144.98046875, -48.1599636333
1551105545.0, 144.982421875, -48.0265497851
1551105545.0, 144.984375, -47.6957609122
1551105545.0, 144.986328125, -47.4060811455
1551105545.0, 144.98828125, -47.4395510199
1551105545.0, 144.990234375, -47.0168621
1551105545.0, 144.9921875, -47.3983206019
1551105545.0, 144.994140625, -44.7421714059
1551105545.0, 144.99609375, -42.36705138
1551105545.0, 144.998046875, -46.4538234365
1551105545.0, 145.0, -47.0298271653
1551105545.0, 145.001953125, -47.5768519226
1551105545.0, 145.00390625, -47.7373893634
1551105545.0, 145.005859375, -47.5825129711
1551105545.0, 145.0078125, -48.0104189211
1551105545.0, 145.009765625, -48.0786612539
1551105545.0, 145.01171875, -47.8259846356
1551105545.0, 145.013671875, -48.3559658138
1551105545.0, 145.015625, -48.1631948466
1551105545.0, 145.017578125, -48.2970130781
1551105545.0, 145.01953125, -48.4453959474
1551105545.0, 145.021484375, -48.3316252543
1551105545.0, 145.0234375, -48.0321555289
1551105545.0, 145.025390625, -48.3380355154
1551105545.0, 145.02734375, -44.8129171722
1551105545.0, 145.029296875, -43.1470286347
1551105545.0, 145.03125, -47.8528322607
1551105545.0, 145.033203125, -48.5051921122
1551105545.0, 145.03515625, -48.4069969187
1551105545.0, 145.037109375, -48.4280599021
1551105545.0, 145.0390625, -48.6724823301
1551105545.0, 145.041015625, -48.4716902006
1551105545.0, 145.04296875, -48.6703031704
1551105545.0, 145.044921875, -48.6208161569
1551105545.0, 145.046875, -48.4823234761
1551105545.0, 145.048828125, -48.466140773
1551105545.0, 145.05078125, -48.808543371
1551105545.0, 145.052734375, -48.6117477859
1551105545.0, 145.0546875, -48.753482751
1551105545.0, 145.056640625, -48.386730821
1551105545.0, 145.05859375, -48.3930984069
1551105545.0, 145.060546875, -45.2111969936
1551105545.0, 145.0625, -44.0115221946
1551105545.0, 145.064453125, -48.0352186628
1551105545.0, 145.06640625, -48.636670812
1551105545.0, 145.068359375, -48.3863817601
1551105545.0, 145.0703125, -48.4217568905
1551105545.0, 145.072265625, -48.4103072641
1551105545.0, 145.07421875, -48.4300694998
1551105545.0, 145.076171875, -48.6793838004
1551105545.0, 145.078125, -48.6470926081
1551105545.0, 145.080078125, -48.4372178225
1551105545.0, 145.08203125, -48.5563101152
1551105545.0, 145.083984375, -48.8081565824
1551105545.0, 145.0859375, -48.8403360561
1551105545.0, 145.087890625, -48.5628698227
1551105545.0, 145.08984375, -48.4354315244
1551105545.0, 145.091796875, -48.4237803569
1551105545.0, 145.09375, -46.4456016575
1551105545.0, 145.095703125, -46.423390599
1551105545.0, 145.09765625, -48.2970461066
1551105545.0, 145.099609375, -48.5514919169
1551105545.0, 145.1015625, -48.3277562316
1551105545.0, 145.103515625, -48.1405401103
1551105545.0, 145.10546875, -48.083276126
1551105545.0, 145.107421875, -48.3364303297
1551105545.0, 145.109375, -48.3066337792
1551105545.0, 145.111328125, -48.3383593184
1551105545.0, 145.11328125, -48.3042653783
1551105545.0, 145.115234375, -48.4666600494
1551105545.0, 145.1171875, -48.3722062149
1551105545.0, 145.119140625, -48.1899707434
1551105545.0, 145.12109375, -48.0692677658
1551105545.0, 145.123046875, -48.2373628795
1551105545.0, 145.125, -47.5200936912
1551105545.0, 145.126953125, -48.0774799377
1551105545.0, 145.12890625, -48.32463728
1551105545.0, 145.130859375, -48.2752506374
1551105545.0, 145.1328125, -48.8657949479
1551105545.0, 145.134765625, -48.5861696213
1551105545.0, 145.13671875, -48.5955859977
1551105545.0, 145.138671875, -48.7237032283
1551105545.0, 145.140625, -48.6416626613
1551105545.0, 145.142578125, -48.6350765596
1551105545.0, 145.14453125, -48.7436297451
1551105545.0, 145.146484375, -48.7093222008
1551105545.0, 145.1484375, -48.9214682506
1551105545.0, 145.150390625, -48.8480643711
1551105545.0, 145.15234375, -48.8508356965
1551105545.0, 145.154296875, -48.6997606401
1551105545.0, 145.15625, -48.5402826617
1551105545.0, 145.158203125, -48.1769561479
1551105545.0, 145.16015625, -47.4155915929
1551105545.0, 145.162109375, -48.2935213238
1551105545.0, 145.1640625, -48.8582335207
1551105545.0, 145.166015625, -48.8036995741
1551105545.0, 145.16796875, -48.7823336919
1551105545.0, 145.169921875, -48.5926947328
1551105545.0, 145.171875, -48.5675373964
1551105545.0, 145.173828125, -48.5494930232
1551105545.0, 145.17578125, -48.768714959
1551105545.0, 145.177734375, -48.8390208559
1551105545.0, 145.1796875, -48.8412228855
1551105545.0, 145.181640625, -48.5776191566
1551105545.0, 145.18359375, -48.6154989481
1551105545.0, 145.185546875, -48.5254509052
1551105545.0, 145.1875, -48.7079637006
1551105545.0, 145.189453125, -48.4005033319
1551105545.0, 145.19140625, -47.445296498
1551105545.0, 145.193359375, -44.2689180714
1551105545.0, 145.1953125, -46.746320567
1551105545.0, 145.197265625, -48.6204804366
1551105545.0, 145.19921875, -48.4080949906
1551105545.0, 145.201171875, -48.4064624547
1551105545.0, 145.203125, -48.3904566406
1551105545.0, 145.205078125, -48.5661742005
1551105545.0, 145.20703125, -48.3101084146
1551105545.0, 145.208984375, -48.2623756546
1551105545.0, 145.2109375, -48.3991963705
1551105545.0, 145.212890625, -48.6494668318
1551105545.0, 145.21484375, -48.3196860175
1551105545.0, 145.216796875, -48.3630060534
1551105545.0, 145.21875, -48.3671228527
1551105545.0, 145.220703125, -48.0847882389
1551105545.0, 145.22265625, -48.139408913
1551105545.0, 145.224609375, -46.7017143847
1551105545.0, 145.2265625, -42.5126496823
1551105545.0, 145.228515625, -45.9310335515
1551105545.0, 145.23046875, -47.8149944955
1551105545.0, 145.232421875, -47.6811224888
1551105545.0, 145.234375, -47.7550343308
1551105545.0, 145.236328125, -47.6382424431
1551105545.0, 145.23828125, -47.5053175424
1551105545.0, 145.240234375, -47.1962124094
1551105545.0, 145.2421875, -47.6500045017
1551105545.0, 145.244140625, -47.5562861747
1551105545.0, 145.24609375, -47.4784248494
1551105545.0, 145.248046875, -47.6671847894
1551105545.0, 145.25, -48.0447919635
1551105545.0, 145.251953125, -48.1007629683
1551105545.0, 145.25390625, -47.9481122798
1551105545.0, 145.255859375, -48.2633739046
1551105545.0, 145.2578125, -46.562827177
1551105545.0, 145.259765625, -42.7662518733
1551105545.0, 145.26171875, -46.4570028167
1551105545.0, 145.263671875, -48.2311260563
1551105545.0, 145.265625, -48.4464847846
1551105545.0, 145.267578125, -48.6150173913
1551105545.0, 145.26953125, -48.5368583644
1551105545.0, 145.271484375, -48.6534868684
1551105545.0, 145.2734375, -48.5374003401
1551105545.0, 145.275390625, -48.8063879667
1551105545.0, 145.27734375, -48.5986745201
1551105545.0, 145.279296875, -48.4294998092
1551105545.0, 145.28125, -48.5845595411
1551105545.0, 145.283203125, -48.8250730251
1551105545.0, 145.28515625, -48.5302340697
1551105545.0, 145.287109375, -48.7757962366
1551105545.0, 145.2890625, -48.3041105926
1551105545.0, 145.291015625, -47.1623993348
1551105545.0, 145.29296875, -44.6692386902
1551105545.0, 145.294921875, -47.2024847827
1551105545.0, 145.296875, -48.4606962675
1551105545.0, 145.298828125, -48.2472927361
1551105545.0, 145.30078125, -48.2397667567
1551105545.0, 145.302734375, -48.3731243724
1551105545.0, 145.3046875, -48.5261875096
1551105545.0, 145.306640625, -48.6206813109
1551105545.0, 145.30859375, -48.4810180468
1551105545.0, 145.310546875, -48.0644090253
1551105545.0, 145.3125, -48.572657654
1551105545.0, 145.314453125, -48.6406645839
1551105545.0, 145.31640625, -48.4853357001
1551105545.0, 145.318359375, -48.5747771926
1551105545.0, 145.3203125, -48.5379412484
1551105545.0, 145.322265625, -48.017915746
1551105545.0, 145.32421875, -47.7765706522
1551105545.0, 145.326171875, -47.8616922039
1551105545.0, 145.328125, -48.0895746517
1551105545.0, 145.330078125, -48.227124821
1551105545.0, 145.33203125, -48.381617011
1551105545.0, 145.333984375, -48.8618295778
1551105545.0, 145.3359375, -48.7996338896
1551105545.0, 145.337890625, -48.7472197087
1551105545.0, 145.33984375, -48.708827842
1551105545.0, 145.341796875, -48.6257156853
1551105545.0, 145.34375, -48.6542430289
1551105545.0, 145.345703125, -49.0405253108
1551105545.0, 145.34765625, -48.7552729378
1551105545.0, 145.349609375, -48.2956929444
1551105545.0, 145.3515625, -48.4508564896
1551105545.0, 145.353515625, -48.6313860403
1551105545.0, 145.35546875, -48.0448639
1551105545.0, 145.357421875, -46.4676661935
1551105545.0, 145.359375, -46.7273936274
1551105545.0, 145.361328125, -48.2731358057
1551105545.0, 145.36328125, -48.60576585
1551105545.0, 145.365234375, -48.6636737139
1551105545.0, 145.3671875, -48.396614506
1551105545.0, 145.369140625, -47.7492156008
1551105545.0, 145.37109375, -46.2935728476
1551105545.0, 145.373046875, -47.9770194213
1551105545.0, 145.375, -48.2411330834
1551105545.0, 145.376953125, -48.3108426636
1551105545.0, 145.37890625, -48.9375054329
1551105545.0, 145.380859375, -48.6873169911
1551105545.0, 145.3828125, -48.7104574567
1551105545.0, 145.384765625, -48.5201784296
1551105545.0, 145.38671875, -48.5670900206
1551105545.0, 145.388671875, -48.4452330801
1551105545.0, 145.390625, -44.9230964269
1551105545.0, 145.392578125, -44.6379378864
1551105545.0, 145.39453125, -48.4603088665
1551105545.0, 145.396484375, -48.4590435763
1551105545.0, 145.3984375, -48.4506983545
1551105545.0, 145.400390625, -48.9262707276
1551105545.0, 145.40234375, -48.5203565289
1551105545.0, 145.404296875, -48.3128422642
1551105545.0, 145.40625, -48.7089844266
1551105545.0, 145.408203125, -48.5618408204
1551105545.0, 145.41015625, -48.7014522112
1551105545.0, 145.412109375, -48.4624994714
1551105545.0, 145.4140625, -48.5178850582
1551105545.0, 145.416015625, -48.5249781273
1551105545.0, 145.41796875, -48.5406113548
1551105545.0, 145.419921875, -48.4687949864
1551105545.0, 145.421875, -48.2240136248
1551105545.0, 145.423828125, -43.4776385442
1551105545.0, 145.42578125, -44.2884079399
1551105545.0, 145.427734375, -48.3472146453
1551105545.0, 145.4296875, -48.4831393441
1551105545.0, 145.431640625, -48.5697382574
1551105545.0, 145.43359375, -48.680133904
1551105545.0, 145.435546875, -48.6472249459
1551105545.0, 145.4375, -48.4168010605
1551105545.0, 145.439453125, -48.5150890253
1551105545.0, 145.44140625, -48.7631563706
1551105545.0, 145.443359375, -48.5200580062
1551105545.0, 145.4453125, -48.5352199644
1551105545.0, 145.447265625, -48.5810869477
1551105545.0, 145.44921875, -48.4577539728
1551105545.0, 145.451171875, -48.5058613659
1551105545.0, 145.453125, -48.5317965908
1551105545.0, 145.455078125, -48.169226851
1551105545.0, 145.45703125, -44.6941753773
1551105545.0, 145.458984375, -45.791848594
1551105545.0, 145.4609375, -48.4040990098
1551105545.0, 145.462890625, -48.2604925592
1551105545.0, 145.46484375, -48.2583642081
1551105545.0, 145.466796875, -48.4335901038
1551105545.0, 145.46875, -48.0976541882
1551105545.0, 145.470703125, -48.1784049641
1551105545.0, 145.47265625, -48.1148684014
1551105545.0, 145.474609375, -47.8324820239
1551105545.0, 145.4765625, -47.5621252579
1551105545.0, 145.478515625, -47.3768232881
1551105545.0, 145.48046875, -47.2804524034
1551105545.0, 145.482421875, -46.9638730948
1551105545.0, 145.484375, -46.992858852
1551105545.0, 145.486328125, -47.0497575469
1551105545.0, 145.48828125, -46.9556402346
1551105545.0, 145.490234375, -46.9301381554
1551105545.0, 145.4921875, -47.0639072588
1551105545.0, 145.494140625, -47.7981336169
1551105545.0, 145.49609375, -48.0811369107
1551105545.0, 145.498046875, -48.1707714654
1551105545.0, 145.5, -47.8706412727
1551105545.0, 145.501953125, -48.0988414802
1551105545.0, 145.50390625, -48.3305916888
1551105545.0, 145.505859375, -48.0672868066
1551105545.0, 145.5078125, -48.1762941719
1551105545.0, 145.509765625, -48.0759206618
1551105545.0, 145.51171875, -47.9793040628
1551105545.0, 145.513671875, -48.3877077855
1551105545.0, 145.515625, -48.806307861
1551105545.0, 145.517578125, -48.5259500845
1551105545.0, 145.51953125, -48.6758863079
1551105545.0, 145.521484375, -47.6350249359
1551105545.0, 145.5234375, -45.9508992125
1551105545.0, 145.525390625, -47.738363382
1551105545.0, 145.52734375, -48.3743427465
1551105545.0, 145.529296875, -48.3771684485
1551105545.0, 145.53125, -48.4694512965
1551105545.0, 145.533203125, -48.3848073311
1551105545.0, 145.53515625, -48.1749192975
1551105545.0, 145.537109375, -48.3486427759
1551105545.0, 145.5390625, -48.8553294092
1551105545.0, 145.541015625, -48.9131259152
1551105545.0, 145.54296875, -48.3997465634
1551105545.0, 145.544921875, -48.3712583478
1551105545.0, 145.546875, -48.7781497508
1551105545.0, 145.548828125, -48.8549958578
1551105545.0, 145.55078125, -48.6090019814
1551105545.0, 145.552734375, -48.4934874501
1551105545.0, 145.5546875, -46.6471321811
1551105545.0, 145.556640625, -43.1633479333
1551105545.0, 145.55859375, -46.9973143006
1551105545.0, 145.560546875, -48.5521072273
1551105545.0, 145.5625, -48.5016412218
1551105545.0, 145.564453125, -48.3903148382
1551105545.0, 145.56640625, -48.6368374636
1551105545.0, 145.568359375, -48.8662143774
1551105545.0, 145.5703125, -48.7424638459
1551105545.0, 145.572265625, -48.6594510688
1551105545.0, 145.57421875, -48.4799904463
1551105545.0, 145.576171875, -48.5207778813
1551105545.0, 145.578125, -48.7603083944
1551105545.0, 145.580078125, -48.4086450911
1551105545.0, 145.58203125, -48.4277835493
1551105545.0, 145.583984375, -48.4912441726
1551105545.0, 145.5859375, -48.3807858653
1551105545.0, 145.587890625, -46.0618586659
1551105545.0, 145.58984375, -43.5957756704
1551105545.0, 145.591796875, -47.5342372327
1551105545.0, 145.59375, -48.1352580998
1551105545.0, 145.595703125, -48.2378325829
1551105545.0, 145.59765625, -48.1971873104
1551105545.0, 145.599609375, -48.3858631518
1551105545.0, 145.6015625, -48.1996651555
1551105545.0, 145.603515625, -48.0929857168
1551105545.0, 145.60546875, -48.340105842
1551105545.0, 145.607421875, -48.0756085298
1551105545.0, 145.609375, -48.3123636543
1551105545.0, 145.611328125, -48.3287582895
1551105545.0, 145.61328125, -48.2103014143
1551105545.0, 145.615234375, -48.257130155
1551105545.0, 145.6171875, -48.2174337907
1551105545.0, 145.619140625, -48.2780124522
1551105545.0, 145.62109375, -47.3291473101
1551105545.0, 145.623046875, -46.8597096961
1551105545.0, 145.625, -47.5485367247
1551105545.0, 145.626953125, -48.3931466915
1551105545.0, 145.62890625, -48.8646932433
1551105545.0, 145.630859375, -48.9504916697
1551105545.0, 145.6328125, -48.5326051206
1551105545.0, 145.634765625, -48.7165236281
1551105545.0, 145.63671875, -48.3235649162
1551105545.0, 145.638671875, -48.1683415485
1551105545.0, 145.640625, -48.609588072
1551105545.0, 145.642578125, -48.6741467051
1551105545.0, 145.64453125, -48.6278571803
1551105545.0, 145.646484375, -48.3574976523
1551105545.0, 145.6484375, -48.4400106819
1551105545.0, 145.650390625, -48.7493992094
1551105545.0, 145.65234375, -48.6169436347
1551105545.0, 145.654296875, -47.0163284633
1551105545.0, 145.65625, -47.105227393
1551105545.0, 145.658203125, -48.3586806546
1551105545.0, 145.66015625, -48.6806135209
1551105545.0, 145.662109375, -48.8242348892
1551105545.0, 145.6640625, -48.570848051
1551105545.0, 145.666015625, -48.8561783849
1551105545.0, 145.66796875, -48.6492252307
1551105545.0, 145.669921875, -48.8104143505
1551105545.0, 145.671875, -48.8286254849
1551105545.0, 145.673828125, -48.6210419539
1551105545.0, 145.67578125, -48.35401731
1551105545.0, 145.677734375, -48.8185974839
1551105545.0, 145.6796875, -48.7878304832
1551105545.0, 145.681640625, -48.5131346933
1551105545.0, 145.68359375, -48.5847944225
1551105545.0, 145.685546875, -48.2283794487
1551105545.0, 145.6875, -44.4782216792
1551105545.0, 145.689453125, -44.3341021762
1551105545.0, 145.69140625, -47.7221511374
1551105545.0, 145.693359375, -48.1043647548
1551105545.0, 145.6953125, -48.6248189205
1551105545.0, 145.697265625, -48.6386147351
1551105545.0, 145.69921875, -48.586137596
1551105545.0, 145.701171875, -48.6110153956
1551105545.0, 145.703125, -48.4032907272
1551105545.0, 145.705078125, -48.6295171531
1551105545.0, 145.70703125, -48.4791733364
1551105545.0, 145.708984375, -48.4105451377
1551105545.0, 145.7109375, -48.4637112377
1551105545.0, 145.712890625, -48.4002661133
1551105545.0, 145.71484375, -47.9412391773
1551105545.0, 145.716796875, -48.1336781015
1551105545.0, 145.71875, -47.8159342466
1551105545.0, 145.720703125, -43.6598432832
1551105545.0, 145.72265625, -44.4356305271
1551105545.0, 145.724609375, -47.7407484083
1551105545.0, 145.7265625, -47.7806497158
1551105545.0, 145.728515625, -47.4408773252
1551105545.0, 145.73046875, -47.7399992741
1551105545.0, 145.732421875, -47.7679033932
1551105545.0, 145.734375, -47.428816667
1551105545.0, 145.736328125, -47.7170685244
1551105545.0, 145.73828125, -47.9770254159
1551105545.0, 145.740234375, -47.9799207254
1551105545.0, 145.7421875, -48.0188413584
1551105545.0, 145.744140625, -48.0516807578
1551105545.0, 145.74609375, -48.1962065513
1551105545.0, 145.748046875, -48.5547329789
1551105545.0, 145.75, -48.2062657598
1551105545.0, 145.751953125, -48.0086081449
1551105545.0, 145.75390625, -47.3413561638
1551105545.0, 145.755859375, -47.7529933963
1551105545.0, 145.7578125, -48.3347960531
1551105545.0, 145.759765625, -48.3467455375
1551105545.0, 145.76171875, -48.5148242425
1551105545.0, 145.763671875, -48.4684835412
1551105545.0, 145.765625, -48.4796910878
1551105545.0, 145.767578125, -48.3481581047
1551105545.0, 145.76953125, -48.6603287756
1551105545.0, 145.771484375, -48.5420125958
1551105545.0, 145.7734375, -48.2785811925
1551105545.0, 145.775390625, -48.3069224504
1551105545.0, 145.77734375, -48.4409992139
1551105545.0, 145.779296875, -48.3738634514
1551105545.0, 145.78125, -48.5964249821
1551105545.0, 145.783203125, -48.7986978545
1551105545.0, 145.78515625, -47.9655154916
1551105545.0, 145.787109375, -46.1259497823
1551105545.0, 145.7890625, -47.2567966639
1551105545.0, 145.791015625, -48.3849450468
1551105545.0, 145.79296875, -48.1978333916
1551105545.0, 145.794921875, -47.9689283743
1551105545.0, 145.796875, -48.5495647774
1551105545.0, 145.798828125, -48.6842890879
1551105545.0, 145.80078125, -48.6897904625
1551105545.0, 145.802734375, -48.7761010738
1551105545.0, 145.8046875, -48.9462704801
1551105545.0, 145.806640625, -48.6053274163
1551105545.0, 145.80859375, -48.7119208569
1551105545.0, 145.810546875, -48.6537733307
1551105545.0, 145.8125, -48.5307287627
1551105545.0, 145.814453125, -48.7503394568
1551105545.0, 145.81640625, -48.419627765
1551105545.0, 145.818359375, -47.1417969592
1551105545.0, 145.8203125, -43.0118219787
1551105545.0, 145.822265625, -46.5228868353
1551105545.0, 145.82421875, -48.3089529233
1551105545.0, 145.826171875, -48.487061504
1551105545.0, 145.828125, -48.546930383
1551105545.0, 145.830078125, -48.8938884481
1551105545.0, 145.83203125, -48.9228762414
1551105545.0, 145.833984375, -48.3012506615
1551105545.0, 145.8359375, -48.5640578907
1551105545.0, 145.837890625, -48.4980951531
1551105545.0, 145.83984375, -48.7058973102
1551105545.0, 145.841796875, -48.6506573141
1551105545.0, 145.84375, -48.1347589637
1551105545.0, 145.845703125, -48.2000201973
1551105545.0, 145.84765625, -48.6307898936
1551105545.0, 145.849609375, -48.947441293
1551105545.0, 145.8515625, -46.9892274081
1551105545.0, 145.853515625, -44.9030672195
1551105545.0, 145.85546875, -47.657536136
1551105545.0, 145.857421875, -48.7496152322
1551105545.0, 145.859375, -48.5923404671
1551105545.0, 145.861328125, -48.5210792367
1551105545.0, 145.86328125, -48.5755762025
1551105545.0, 145.865234375, -48.849019326
1551105545.0, 145.8671875, -48.8103658189
1551105545.0, 145.869140625, -48.8339812509
1551105545.0, 145.87109375, -48.8616615818
1551105545.0, 145.873046875, -48.6661308714
1551105545.0, 145.875, -48.0972653818
1551105545.0, 145.876953125, -48.6709912228
1551105545.0, 145.87890625, -48.8817152593
1551105545.0, 145.880859375, -48.6306477181
1551105545.0, 145.8828125, -48.4988204871
1551105545.0, 145.884765625, -48.2320400459
1551105545.0, 145.88671875, -47.9548564528
1551105545.0, 145.888671875, -48.2328466559
1551105545.0, 145.890625, -48.9575475475
1551105545.0, 145.892578125, -48.4688320389
1551105545.0, 145.89453125, -48.2481410315
1551105545.0, 145.896484375, -48.523110528
1551105545.0, 145.8984375, -48.8410079874
1551105545.0, 145.900390625, -48.6697069957
1551105545.0, 145.90234375, -48.2498566203
1551105545.0, 145.904296875, -48.3670106162
1551105545.0, 145.90625, -48.4040790255
1551105545.0, 145.908203125, -48.5587640796
1551105545.0, 145.91015625, -48.8885675845
1551105545.0, 145.912109375, -48.8450677179
1551105545.0, 145.9140625, -48.761591659
1551105545.0, 145.916015625, -48.5119831843
1551105545.0, 145.91796875, -45.8470709297
1551105545.0, 145.919921875, -44.3256101975
1551105545.0, 145.921875, -48.0855840038
1551105545.0, 145.923828125, -48.8769786576
1551105545.0, 145.92578125, -48.7658577786
1551105545.0, 145.927734375, -48.4690204332
1551105545.0, 145.9296875, -48.3865607155
1551105545.0, 145.931640625, -48.5521353886
1551105545.0, 145.93359375, -48.7844436206
1551105545.0, 145.935546875, -48.6579625695
1551105545.0, 145.9375, -48.6003361939
1551105545.0, 145.939453125, -48.3242795641
1551105545.0, 145.94140625, -48.3636358228
1551105545.0, 145.943359375, -48.7997349258
1551105545.0, 145.9453125, -48.5953720704
1551105545.0, 145.947265625, -48.4067309599
1551105545.0, 145.94921875, -48.1642534377
1551105545.0, 145.951171875, -44.9344172124
1551105545.0, 145.953125, -44.2193451106
1551105545.0, 145.955078125, -48.244524187
1551105545.0, 145.95703125, -48.6582761372
1551105545.0, 145.958984375, -48.6120610482
1551105545.0, 145.9609375, -48.2081729516
1551105545.0, 145.962890625, -48.140950163
1551105545.0, 145.96484375, -48.706255201
1551105545.0, 145.966796875, -48.2991728319
1551105545.0, 145.96875, -48.0000331749
1551105545.0, 145.970703125, -48.2324607162
1551105545.0, 145.97265625, -47.6774764339
1551105545.0, 145.974609375, -47.5732770218
1551105545.0, 145.9765625, -47.5037468745
1551105545.0, 145.978515625, -47.4787166296
1551105545.0, 145.98046875, -47.3835417564
1551105545.0, 145.982421875, -47.293798895
1551105545.0, 145.984375, -47.0167651736
1551105545.0, 145.986328125, -47.5137176169
1551105545.0, 145.98828125, -48.1828062467
1551105545.0, 145.990234375, -48.2071507006
1551105545.0, 145.9921875, -48.425378296
1551105545.0, 145.994140625, -48.3701713638
1551105545.0, 145.99609375, -48.1616608278
1551105545.0, 145.998046875, -48.3338089323
1551105545.0, 146.0, -48.3776987366
1551105545.0, 146.001953125, -48.0641563167
1551105545.0, 146.00390625, -48.234702111
1551105545.0, 146.005859375, -48.4365148386
1551105545.0, 146.0078125, -48.2630468089
1551105545.0, 146.009765625, -48.1644044413
1551105545.0, 146.01171875, -48.3621138511
1551105545.0, 146.013671875, -48.2572382552
1551105545.0, 146.015625, -48.2118147064
1551105545.0, 146.017578125, -44.8315207612
1551105545.0, 146.01953125, -45.2977738485
1551105545.0, 146.021484375, -47.9966974092
1551105545.0, 146.0234375, -48.4540790412
1551105545.0, 146.025390625, -48.5499315763
1551105545.0, 146.02734375, -48.5989879627
1551105545.0, 146.029296875, -48.6535542985
1551105545.0, 146.03125, -48.4499041126
1551105545.0, 146.033203125, -48.3638800806
1551105545.0, 146.03515625, -48.3155559127
1551105545.0, 146.037109375, -48.3302212588
1551105545.0, 146.0390625, -48.4556421601
1551105545.0, 146.041015625, -48.418197808
1551105545.0, 146.04296875, -48.3871432109
1551105545.0, 146.044921875, -48.493022977
1551105545.0, 146.046875, -48.6809962716
1551105545.0, 146.048828125, -47.7487344686
1551105545.0, 146.05078125, -43.7390102351
1551105545.0, 146.052734375, -45.332071862
1551105545.0, 146.0546875, -48.3547387889
1551105545.0, 146.056640625, -48.4875147139
1551105545.0, 146.05859375, -48.2089453504
1551105545.0, 146.060546875, -47.8230111814
1551105545.0, 146.0625, -48.0154411244
1551105545.0, 146.064453125, -48.3717144832
1551105545.0, 146.06640625, -48.6452565726
1551105545.0, 146.068359375, -48.6692373536
1551105545.0, 146.0703125, -48.7248241102
1551105545.0, 146.072265625, -48.6245933921
1551105545.0, 146.07421875, -48.859864864
1551105545.0, 146.076171875, -48.4588370904
1551105545.0, 146.078125, -48.307722136
1551105545.0, 146.080078125, -48.1717621747
1551105545.0, 146.08203125, -48.1066238054
1551105545.0, 146.083984375, -48.2372493675
1551105545.0, 146.0859375, -48.1413654857
1551105545.0, 146.087890625, -48.2237558961
1551105545.0, 146.08984375, -48.255062901
1551105545.0, 146.091796875, -48.2273981037
1551105545.0, 146.09375, -48.4182143562
1551105545.0, 146.095703125, -48.3059866113
1551105545.0, 146.09765625, -48.2479076627
1551105545.0, 146.099609375, -48.218223131
1551105545.0, 146.1015625, -48.3867464857
1551105545.0, 146.103515625, -48.0954431348
1551105545.0, 146.10546875, -48.0817672813
1551105545.0, 146.107421875, -48.4740408614
1551105545.0, 146.109375, -48.2484318596
1551105545.0, 146.111328125, -48.3138461385
1551105545.0, 146.11328125, -48.3254304417
1551105545.0, 146.115234375, -47.6235670119
1551105545.0, 146.1171875, -44.3557392644
1551105545.0, 146.119140625, -46.7055833288
1551105545.0, 146.12109375, -48.3802363395
1551105545.0, 146.123046875, -48.238280656
1551105545.0, 146.125, -48.2245765375
1551105545.0, 146.126953125, -48.8782421292
1551105545.0, 146.12890625, -48.6272449089
1551105545.0, 146.130859375, -48.4579698677
1551105545.0, 146.1328125, -48.369991835
1551105545.0, 146.134765625, -48.4106920626
1551105545.0, 146.13671875, -48.4346265319
1551105545.0, 146.138671875, -48.5208990803
1551105545.0, 146.140625, -48.7087658438
