Time (UTC), Frequency (MHz),Level (dB/Hz)
1551105545.0, 142.462890625, -48.6101698448
1551105545.0, 142.46484375, -48.5821090111
1551105545.0, 142.466796875, -48.3140877118
1551105545.0, 142.46875, -48.4269177088
1551105545.0, 142.470703125, -48.2851223448
1551105545.0, 142.47265625, -48.2692275995
1551105545.0, 142.474609375, -48.4194332292
1551105545.0, 142.4765625, -48.5453440431
1551105545.0, 142.478515625, -48.4311778367
1551105545.0, 142.48046875, -48.1244938518
1551105545.0, 142.482421875, -48.3961041316
1551105545.0, 142.484375, -48.4436444428
1551105545.0, 142.486328125, -48.6684022222
1551105545.0, 142.48828125, -48.541322719
1551105545.0, 142.490234375, -48.435394189
1551105545.0, 142.4921875, -48.5143298917
1551105545.0, 142.494140625, -48.6441046615
1551105545.0, 142.49609375, -48.2267267269
1551105545.0, 142.498046875, -48.0596060682
1551105545.0, 142.5, -47.905874366
1551105545.0, 142.501953125, -48.2037714244
1551105545.0, 142.50390625, -48.3907547183
1551105545.0, 142.505859375, -48.507915364
1551105545.0, 142.5078125, -48.3605206188
1551105545.0, 142.509765625, -48.1027352931
1551105545.0, 142.51171875, -48.1620875169
1551105545.0, 142.513671875, -48.160307128
1551105545.0, 142.515625, -48.2511468476
1551105545.0, 142.517578125, -48.5098564045
1551105545.0, 142.51953125, -47.9216103024
1551105545.0, 142.521484375, -47.5486527974
1551105545.0, 142.5234375, -47.5370143282
1551105545.0, 142.525390625, -47.4825140499
1551105545.0, 142.52734375, -47.2153802065
1551105545.0, 142.529296875, -46.7001510662
1551105545.0, 142.53125, -46.6756048817
1551105545.0, 142.533203125, -46.9613665323
1551105545.0, 142.53515625, -46.623329762
1551105545.0, 142.537109375, -46.6454309419
1551105545.0, 142.5390625, -46.8982762862
1551105545.0, 142.541015625, -47.2957301755
1551105545.0, 142.54296875, -47.5218275802
1551105545.0, 142.544921875, -47.7202409594
1551105545.0, 142.546875, -47.8757925334
1551105545.0, 142.548828125, -47.951708471
1551105545.0, 142.55078125, -47.8642684851
1551105545.0, 142.552734375, -48.2573240636
1551105545.0, 142.5546875, -47.9229166229
1551105545.0, 142.556640625, -47.9019496009
1551105545.0, 142.55859375, -48.2430224411
1551105545.0, 142.560546875, -48.2806464429
1551105545.0, 142.5625, -48.2831088692
1551105545.0, 142.564453125, -48.4813438729
1551105545.0, 142.56640625, -48.5164027919
1551105545.0, 142.568359375, -48.1242696442
1551105545.0, 142.5703125, -48.2551482234
1551105545.0, 142.572265625, -48.5974988885
1551105545.0, 142.57421875, -48.6430863436
1551105545.0, 142.576171875, -48.2073670068
1551105545.0, 142.578125, -48.0769751542
1551105545.0, 142.580078125, -48.3809823205
1551105545.0, 142.58203125, -48.2980497624
1551105545.0, 142.583984375, -48.5571161162
1551105545.0, 142.5859375, -48.6473372835
1551105545.0, 142.587890625, -48.395429475
1551105545.0, 142.58984375, -48.2814435318
1551105545.0, 142.591796875, -48.1747007778
1551105545.0, 142.59375, -48.2772288329
1551105545.0, 142.595703125, -48.2789980219
1551105545.0, 142.59765625, -48.6496449395
1551105545.0, 142.599609375, -48.7355926509
1551105545.0, 142.6015625, -48.3792292603
1551105545.0, 142.603515625, -48.5577787486
1551105545.0, 142.60546875, -48.6293669743
1551105545.0, 142.607421875, -48.7107949762
1551105545.0, 142.609375, -48.8765154158
1551105545.0, 142.611328125, -48.8849644805
1551105545.0, 142.61328125, -48.7359736628
1551105545.0, 142.615234375, -48.2082222811
1551105545.0, 142.6171875, -48.4460562267
1551105545.0, 142.619140625, -48.4350189037
1551105545.0, 142.62109375, -48.6844537915
1551105545.0, 142.623046875, -48.2736876613
1551105545.0, 142.625, -47.697530711
1551105545.0, 142.626953125, -48.3774992753
1551105545.0, 142.62890625, -48.492663567
1551105545.0, 142.630859375, -48.3915894297
1551105545.0, 142.6328125, -48.268479663
1551105545.0, 142.634765625, -48.5369909496
1551105545.0, 142.63671875, -48.7634849049
1551105545.0, 142.638671875, -48.6118969783
1551105545.0, 142.640625, -48.322870743
1551105545.0, 142.642578125, -48.3878892638
1551105545.0, 142.64453125, -48.4016620996
1551105545.0, 142.646484375, -48.5107900373
1551105545.0, 142.6484375, -48.5280502079
1551105545.0, 142.650390625, -48.4389125417
1551105545.0, 142.65234375, -48.433355687
1551105545.0, 142.654296875, -48.1843161299
1551105545.0, 142.65625, -48.4830850627
1551105545.0, 142.658203125, -48.6451732731
1551105545.0, 142.66015625, -48.5054323122
1551105545.0, 142.662109375, -48.296301753
1551105545.0, 142.6640625, -48.6805851699
1551105545.0, 142.666015625, -48.4895613085
1551105545.0, 142.66796875, -48.3367492287
1551105545.0, 142.669921875, -48.3476318812
1551105545.0, 142.671875, -48.2565638741
1551105545.0, 142.673828125, -48.4974301847
1551105545.0, 142.67578125, -48.7009993058
1551105545.0, 142.677734375, -48.5151337957
1551105545.0, 142.6796875, -48.7349686222
1551105545.0, 142.681640625, -48.3352254479
1551105545.0, 142.68359375, -48.2991265806
1551105545.0, 142.685546875, -48.4708606329
1551105545.0, 142.6875, -48.3530028815
1551105545.0, 142.689453125, -48.4752183091
1551105545.0, 142.69140625, -48.3700549566
1551105545.0, 142.693359375, -48.213114148
1551105545.0, 142.6953125, -48.1752919951
1551105545.0, 142.697265625, -48.516882238
1551105545.0, 142.69921875, -48.5267331574
1551105545.0, 142.701171875, -48.0755602135
1551105545.0, 142.703125, -48.0394772352
1551105545.0, 142.705078125, -48.4643553172
1551105545.0, 142.70703125, -48.6190077376
1551105545.0, 142.708984375, -48.3581110523
1551105545.0, 142.7109375, -48.5816219893
1551105545.0, 142.712890625, -48.507543657
1551105545.0, 142.71484375, -48.2346500993
1551105545.0, 142.716796875, -48.209321486
1551105545.0, 142.71875, -48.3799893767
1551105545.0, 142.720703125, -48.1026233747
1551105545.0, 142.72265625, -48.372998951
1551105545.0, 142.724609375, -48.4769921376
1551105545.0, 142.7265625, -48.326373613
1551105545.0, 142.728515625, -48.2988692698
1551105545.0, 142.73046875, -48.3236428161
1551105545.0, 142.732421875, -48.0930778426
1551105545.0, 142.734375, -48.4458871001
1551105545.0, 142.736328125, -48.4704534249
1551105545.0, 142.73828125, -48.1562137555
1551105545.0, 142.740234375, -48.3980699777
1551105545.0, 142.7421875, -48.1961503757
1551105545.0, 142.744140625, -48.3885854813
1551105545.0, 142.74609375, -48.6275373237
1551105545.0, 142.748046875, -48.8141777398
1551105545.0, 142.75, -48.288711659
1551105545.0, 142.751953125, -48.4575638058
1551105545.0, 142.75390625, -48.1442168525
1551105545.0, 142.755859375, -48.0305211086
1551105545.0, 142.7578125, -48.1705706238
1551105545.0, 142.759765625, -48.0976920341
1551105545.0, 142.76171875, -48.2700929722
1551105545.0, 142.763671875, -48.2250557293
1551105545.0, 142.765625, -47.6690552541
1551105545.0, 142.767578125, -47.3640718604
1551105545.0, 142.76953125, -47.7523408013
1551105545.0, 142.771484375, -47.6069502573
1551105545.0, 142.7734375, -47.5586137574
1551105545.0, 142.775390625, -47.208643159
1551105545.0, 142.77734375, -46.7338492735
1551105545.0, 142.779296875, -46.4113537173
1551105545.0, 142.78125, -46.6771915271
1551105545.0, 142.783203125, -46.9890415254
1551105545.0, 142.78515625, -47.0228666104
1551105545.0, 142.787109375, -47.0423111056
1551105545.0, 142.7890625, -47.5367047073
1551105545.0, 142.791015625, -47.7319556494
1551105545.0, 142.79296875, -47.8513749725
1551105545.0, 142.794921875, -48.0799534288
1551105545.0, 142.796875, -48.1165793518
1551105545.0, 142.798828125, -48.3307919635
1551105545.0, 142.80078125, -48.3145340846
1551105545.0, 142.802734375, -48.2886909734
1551105545.0, 142.8046875, -48.379855765
1551105545.0, 142.806640625, -48.2422777894
1551105545.0, 142.80859375, -48.2991501303
1551105545.0, 142.810546875, -48.4252688743
1551105545.0, 142.8125, -48.3646388102
1551105545.0, 142.814453125, -48.6452684252
1551105545.0, 142.81640625, -48.794320605
1551105545.0, 142.818359375, -48.7818000571
1551105545.0, 142.8203125, -48.3105436928
1551105545.0, 142.822265625, -48.4919757441
1551105545.0, 142.82421875, -48.6512278836
1551105545.0, 142.826171875, -48.6607742194
1551105545.0, 142.828125, -48.4595642333
1551105545.0, 142.830078125, -48.1022523417
1551105545.0, 142.83203125, -47.9979843985
1551105545.0, 142.833984375, -48.2573426608
1551105545.0, 142.8359375, -48.7151736254
1551105545.0, 142.837890625, -48.6934810159
1551105545.0, 142.83984375, -48.4830995426
1551105545.0, 142.841796875, -48.407777036
1551105545.0, 142.84375, -48.3264891214
1551105545.0, 142.845703125, -48.5362728077
1551105545.0, 142.84765625, -48.3714470069
1551105545.0, 142.849609375, -48.6979183458
1551105545.0, 142.8515625, -48.7181919943
1551105545.0, 142.853515625, -48.80665156
1551105545.0, 142.85546875, -48.7093641048
1551105545.0, 142.857421875, -48.6720575107
1551105545.0, 142.859375, -48.2164279849
1551105545.0, 142.861328125, -48.3125481712
1551105545.0, 142.86328125, -48.5536795155
1551105545.0, 142.865234375, -48.5490861345
1551105545.0, 142.8671875, -48.3936981204
1551105545.0, 142.869140625, -48.2719070245
1551105545.0, 142.87109375, -48.3189580435
1551105545.0, 142.873046875, -48.2188203143
1551105545.0, 142.875, -47.9626449521
1551105545.0, 142.876953125, -48.2954386444
1551105545.0, 142.87890625, -48.5831841585
1551105545.0, 142.880859375, -48.3935900926
1551105545.0, 142.8828125, -48.3604401349
1551105545.0, 142.884765625, -48.4510638747
1551105545.0, 142.88671875, -48.4960901123
1551105545.0, 142.888671875, -48.1486964865
1551105545.0, 142.890625, -48.149212553
1551105545.0, 142.892578125, -48.4048806019
1551105545.0, 142.89453125, -48.2860037985
1551105545.0, 142.896484375, -47.9609836785
1551105545.0, 142.8984375, -47.8201689528
1551105545.0, 142.900390625, -48.2033632411
1551105545.0, 142.90234375, -48.59987339
1551105545.0, 142.904296875, -48.1604986112
1551105545.0, 142.90625, -47.8785091968
1551105545.0, 142.908203125, -47.8290466211
1551105545.0, 142.91015625, -48.2358636046
1551105545.0, 142.912109375, -48.2894898459
1551105545.0, 142.9140625, -48.3689604292
1551105545.0, 142.916015625, -48.6251458787
1551105545.0, 142.91796875, -48.5893783156
1551105545.0, 142.919921875, -48.4014127238
1551105545.0, 142.921875, -48.3002551168
1551105545.0, 142.923828125, -48.4764340864
1551105545.0, 142.92578125, -48.50059273
1551105545.0, 142.927734375, -48.3945093134
1551105545.0, 142.9296875, -48.9126799966
1551105545.0, 142.931640625, -48.6651708785
1551105545.0, 142.93359375, -48.6511272704
1551105545.0, 142.935546875, -48.4559996233
1551105545.0, 142.9375, -48.5399123807
1551105545.0, 142.939453125, -48.5159192409
1551105545.0, 142.94140625, -48.5366035729
1551105545.0, 142.943359375, -48.700912382
1551105545.0, 142.9453125, -48.9516766029
1551105545.0, 142.947265625, -48.6600423686
1551105545.0, 142.94921875, -48.689575191
1551105545.0, 142.951171875, -48.7307847665
1551105545.0, 142.953125, -48.413382998
1551105545.0, 142.955078125, -48.6673916036
1551105545.0, 142.95703125, -48.6048492838
1551105545.0, 142.958984375, -48.3823889711
1551105545.0, 142.9609375, -48.2741214346
1551105545.0, 142.962890625, -48.351013854
1551105545.0, 142.96484375, -48.0940501118
1551105545.0, 142.966796875, -48.1830565986
1551105545.0, 142.96875, -48.4875051731
1551105545.0, 142.970703125, -48.3838277971
1551105545.0, 142.97265625, -48.3649726731
1551105545.0, 142.974609375, -48.4261679259
1551105545.0, 142.9765625, -48.1148039813
1551105545.0, 142.978515625, -48.2086305756
1551105545.0, 142.98046875, -48.5859293684
1551105545.0, 142.982421875, -48.1549470169
1551105545.0, 142.984375, -48.529188587
1551105545.0, 142.986328125, -48.374446779
1551105545.0, 142.98828125, -48.464006606
1551105545.0, 142.990234375, -48.5528138697
1551105545.0, 142.9921875, -47.7546458563
1551105545.0, 142.994140625, -48.2077381078
1551105545.0, 142.99609375, -48.5079181761
1551105545.0, 142.998046875, -48.4720170529
1551105545.0, 143.0, -48.2856088783
1551105545.0, 143.001953125, -48.3766913212
1551105545.0, 143.00390625, -48.1453205661
1551105545.0, 143.005859375, -47.9830730347
1551105545.0, 143.0078125, -47.998870341
1551105545.0, 143.009765625, -47.8719105864
1551105545.0, 143.01171875, -47.6446760099
1551105545.0, 143.013671875, -47.5231780172
1551105545.0, 143.015625, -47.6840248826
1551105545.0, 143.017578125, -47.263524618
1551105545.0, 143.01953125, -47.4224406567
1551105545.0, 143.021484375, -47.1269421958
1551105545.0, 143.0234375, -46.927260038
1551105545.0, 143.025390625, -46.5503220172
1551105545.0, 143.02734375, -46.8070945574
1551105545.0, 143.029296875, -46.8608221031
1551105545.0, 143.03125, -46.8420863711
1551105545.0, 143.033203125, -47.3149429492
1551105545.0, 143.03515625, -47.5237614051
1551105545.0, 143.037109375, -47.6240529823
1551105545.0, 143.0390625, -47.7636818803
1551105545.0, 143.041015625, -48.1235938487
1551105545.0, 143.04296875, -48.0453809529
1551105545.0, 143.044921875, -48.0291028118
1551105545.0, 143.046875, -48.1798087567
1551105545.0, 143.048828125, -48.1545578885
1551105545.0, 143.05078125, -48.214392375
1551105545.0, 143.052734375, -48.3118708748
1551105545.0, 143.0546875, -48.5884903038
1551105545.0, 143.056640625, -48.6222358478
1551105545.0, 143.05859375, -48.3264683648
1551105545.0, 143.060546875, -48.2534617706
1551105545.0, 143.0625, -48.1791247493
1551105545.0, 143.064453125, -48.2422162188
1551105545.0, 143.06640625, -48.6057503869
1551105545.0, 143.068359375, -48.3919165942
1551105545.0, 143.0703125, -48.4234676586
1551105545.0, 143.072265625, -48.3736975981
1551105545.0, 143.07421875, -48.4148017948
1551105545.0, 143.076171875, -48.4006787868
1551105545.0, 143.078125, -48.6065334208
1551105545.0, 143.080078125, -48.6764970605
1551105545.0, 143.08203125, -48.7029880718
1551105545.0, 143.083984375, -48.6003367334
1551105545.0, 143.0859375, -48.526056378
1551105545.0, 143.087890625, -48.5219585229
1551105545.0, 143.08984375, -48.5200755566
1551105545.0, 143.091796875, -48.3825409158
1551105545.0, 143.09375, -48.3932131967
1551105545.0, 143.095703125, -48.547799333
1551105545.0, 143.09765625, -48.2426732122
1551105545.0, 143.099609375, -48.4303003571
1551105545.0, 143.1015625, -48.6427530979
1551105545.0, 143.103515625, -48.9007399486
1551105545.0, 143.10546875, -48.3723299166
1551105545.0, 143.107421875, -48.6280745755
1551105545.0, 143.109375, -48.4489745675
1551105545.0, 143.111328125, -48.3691563776
1551105545.0, 143.11328125, -48.8094615855
1551105545.0, 143.115234375, -48.3274926286
1551105545.0, 143.1171875, -48.4006813378
1551105545.0, 143.119140625, -48.7092627335
1551105545.0, 143.12109375, -48.7856163168
1551105545.0, 143.123046875, -48.8844666612
1551105545.0, 143.125, -48.0547458297
1551105545.0, 143.126953125, -48.3707061223
1551105545.0, 143.12890625, -48.3780335413
1551105545.0, 143.130859375, -48.5709590889
1551105545.0, 143.1328125, -48.3231824856
1551105545.0, 143.134765625, -48.3792105053
1551105545.0, 143.13671875, -48.4823488459
1551105545.0, 143.138671875, -48.3437263375
1551105545.0, 143.140625, -48.2522423973
1551105545.0, 143.142578125, -48.3925345666
1551105545.0, 143.14453125, -48.5592960294
1551105545.0, 143.146484375, -48.84972665
1551105545.0, 143.1484375, -48.5929119071
1551105545.0, 143.150390625, -48.2669249776
1551105545.0, 143.15234375, -48.2815570344
1551105545.0, 143.154296875, -48.1823018687
1551105545.0, 143.15625, -48.3001718516
1551105545.0, 143.158203125, -48.2630992738
1551105545.0, 143.16015625, -48.3846558889
1551105545.0, 143.162109375, -48.6628285746
1551105545.0, 143.1640625, -48.6002554482
1551105545.0, 143.166015625, -48.1892121449
1551105545.0, 143.16796875, -48.3680208714
1551105545.0, 143.169921875, -48.4553393715
1551105545.0, 143.171875, -48.5291953305
1551105545.0, 143.173828125, -48.586819711
1551105545.0, 143.17578125, -48.6666417703
1551105545.0, 143.177734375, -48.5768262758
1551105545.0, 143.1796875, -48.4112890107
1551105545.0, 143.181640625, -48.4579498517
1551105545.0, 143.18359375, -48.4850040437
1551105545.0, 143.185546875, -48.6158438185
1551105545.0, 143.1875, -48.935866677
1551105545.0, 143.189453125, -48.8115849134
1551105545.0, 143.19140625, -48.8180360331
1551105545.0, 143.193359375, -48.7948511718
1551105545.0, 143.1953125, -48.3796864769
1551105545.0, 143.197265625, -48.9078713819
1551105545.0, 143.19921875, -48.7782647532
1551105545.0, 143.201171875, -48.7918753079
1551105545.0, 143.203125, -48.855454198
1551105545.0, 143.205078125, -48.4711622843
1551105545.0, 143.20703125, -48.5084174051
1551105545.0, 143.208984375, -48.7271122951
1551105545.0, 143.2109375, -48.3062797098
1551105545.0, 143.212890625, -48.2461896473
1551105545.0, 143.21484375, -48.2918386101
1551105545.0, 143.216796875, -48.4736936331
1551105545.0, 143.21875, -48.5077879482
1551105545.0, 143.220703125, -48.4951998807
1551105545.0, 143.22265625, -48.3407446596
1551105545.0, 143.224609375, -48.2731445996
1551105545.0, 143.2265625, -48.2450746476
1551105545.0, 143.228515625, -48.2971633472
1551105545.0, 143.23046875, -48.2818985512
1551105545.0, 143.232421875, -48.406594969
1551105545.0, 143.234375, -48.3468285488
1551105545.0, 143.236328125, -48.1510903932
1551105545.0, 143.23828125, -48.4362315912
1551105545.0, 143.240234375, -48.5332514744
1551105545.0, 143.2421875, -48.3500998648
1551105545.0, 143.244140625, -48.2101394227
1551105545.0, 143.24609375, -48.2995919359
1551105545.0, 143.248046875, -48.3144578769
1551105545.0, 143.25, -48.3197374561
1551105545.0, 143.251953125, -48.3817893183
1551105545.0, 143.25390625, -48.3469958604
1551105545.0, 143.255859375, -48.1166626787
1551105545.0, 143.2578125, -47.959109787
1551105545.0, 143.259765625, -47.8563658252
1551105545.0, 143.26171875, -47.6540977249
1551105545.0, 143.263671875, -47.5421488782
1551105545.0, 143.265625, -47.4429987947
1551105545.0, 143.267578125, -46.982325704
1551105545.0, 143.26953125, -46.962016816
1551105545.0, 143.271484375, -47.1694922388
1551105545.0, 143.2734375, -47.3292729046
1551105545.0, 143.275390625, -46.7879862209
1551105545.0, 143.27734375, -46.6734791012
1551105545.0, 143.279296875, -47.1024377688
1551105545.0, 143.28125, -47.0432991639
1551105545.0, 143.283203125, -47.4597820456
1551105545.0, 143.28515625, -47.5299390509
1551105545.0, 143.287109375, -47.7753190099
1551105545.0, 143.2890625, -48.206649091
1551105545.0, 143.291015625, -48.2664190422
1551105545.0, 143.29296875, -48.1144589635
1551105545.0, 143.294921875, -48.3119619206
1551105545.0, 143.296875, -48.5104370234
1551105545.0, 143.298828125, -48.4374853568
1551105545.0, 143.30078125, -48.4344721736
1551105545.0, 143.302734375, -48.292367592
1551105545.0, 143.3046875, -48.2430686231
1551105545.0, 143.306640625, -48.3449878709
1551105545.0, 143.30859375, -48.4940697857
1551105545.0, 143.310546875, -48.5396019051
1551105545.0, 143.3125, -48.6879726509
1551105545.0, 143.314453125, -48.7673929743
1551105545.0, 143.31640625, -48.4312575325
1551105545.0, 143.318359375, -48.0608667014
1551105545.0, 143.3203125, -48.3622936671
1551105545.0, 143.322265625, -48.8625167459
1551105545.0, 143.32421875, -49.0749942208
1551105545.0, 143.326171875, -48.8609716089
1551105545.0, 143.328125, -48.646114723
1551105545.0, 143.330078125, -48.6524602297
1551105545.0, 143.33203125, -48.8114827712
1551105545.0, 143.333984375, -48.7811450336
1551105545.0, 143.3359375, -48.1968650118
1551105545.0, 143.337890625, -48.3229180465
1551105545.0, 143.33984375, -48.5895213327
1551105545.0, 143.341796875, -48.7039043288
1551105545.0, 143.34375, -48.4137482451
1551105545.0, 143.345703125, -48.5538992264
1551105545.0, 143.34765625, -48.563249877
1551105545.0, 143.349609375, -48.6188584906
1551105545.0, 143.3515625, -48.7437071366
1551105545.0, 143.353515625, -48.3078406278
1551105545.0, 143.35546875, -48.5448013763
1551105545.0, 143.357421875, -48.8725754227
1551105545.0, 143.359375, -48.8503796322
1551105545.0, 143.361328125, -48.5663963291
1551105545.0, 143.36328125, -48.6521363135
1551105545.0, 143.365234375, -48.7291590433
1551105545.0, 143.3671875, -48.2148445959
1551105545.0, 143.369140625, -48.5325943083
1551105545.0, 143.37109375, -48.5733666872
1551105545.0, 143.373046875, -48.311552084
1551105545.0, 143.375, -48.0859507197
1551105545.0, 143.376953125, -48.3840112336
1551105545.0, 143.37890625, -48.2004432998
1551105545.0, 143.380859375, -48.5362404315
1551105545.0, 143.3828125, -48.4334831441
1551105545.0, 143.384765625, -48.5959665958
1551105545.0, 143.38671875, -48.5652155509
1551105545.0, 143.388671875, -48.4491658842
1551105545.0, 143.390625, -48.0815830846
1551105545.0, 143.392578125, -48.2927405181
1551105545.0, 143.39453125, -48.0578395775
1551105545.0, 143.396484375, -47.9241846988
1551105545.0, 143.3984375, -47.9231418796
1551105545.0, 143.400390625, -47.9650197597
1551105545.0, 143.40234375, -48.2616809935
1551105545.0, 143.404296875, -48.2886802098
1551105545.0, 143.40625, -48.3299054693
1551105545.0, 143.408203125, -48.3560902851
1551105545.0, 143.41015625, -48.4168660677
1551105545.0, 143.412109375, -48.3700858396
1551105545.0, 143.4140625, -48.3029515237
1551105545.0, 143.416015625, -48.6334518782
1551105545.0, 143.41796875, -48.2631064718
1551105545.0, 143.419921875, -48.5007348954
1551105545.0, 143.421875, -48.5349776961
1551105545.0, 143.423828125, -48.3594548696
1551105545.0, 143.42578125, -48.6222048098
1551105545.0, 143.427734375, -48.4639341352
1551105545.0, 143.4296875, -48.3649677739
1551105545.0, 143.431640625, -48.6794104117
1551105545.0, 143.43359375, -48.9335258809
1551105545.0, 143.435546875, -48.5948611906
1551105545.0, 143.4375, -48.6633187949
1551105545.0, 143.439453125, -48.9619161468
1551105545.0, 143.44140625, -48.6996421575
1551105545.0, 143.443359375, -48.6017077193
1551105545.0, 143.4453125, -48.3820181469
1551105545.0, 143.447265625, -48.4844716711
1551105545.0, 143.44921875, -48.6314132448
1551105545.0, 143.451171875, -48.5089120566
1551105545.0, 143.453125, -48.5893367003
1551105545.0, 143.455078125, -48.4139438172
1551105545.0, 143.45703125, -48.5572769584
1551105545.0, 143.458984375, -48.7188931946
1551105545.0, 143.4609375, -48.5870748049
1551105545.0, 143.462890625, -48.5710174032
1551105545.0, 143.46484375, -48.8207682281
1551105545.0, 143.466796875, -48.584326209
1551105545.0, 143.46875, -48.5683803965
1551105545.0, 143.470703125, -48.62429878
1551105545.0, 143.47265625, -48.6898547384
1551105545.0, 143.474609375, -48.4734850564
1551105545.0, 143.4765625, -48.6520671868
1551105545.0, 143.478515625, -48.621692125
1551105545.0, 143.48046875, -48.7337696281
1551105545.0, 143.482421875, -48.4078797227
1551105545.0, 143.484375, -47.9778709116
1551105545.0, 143.486328125, -48.1789563745
1551105545.0, 143.48828125, -48.0717979976
1551105545.0, 143.490234375, -48.4884981154
1551105545.0, 143.4921875, -48.2647518328
1551105545.0, 143.494140625, -48.2529148589
1551105545.0, 143.49609375, -48.2549723999
1551105545.0, 143.498046875, -47.8444097913
1551105545.0, 143.5, -48.0975765449
1551105545.0, 143.501953125, -47.9307329513
1551105545.0, 143.50390625, -48.2045827548
1551105545.0, 143.505859375, -48.1087206296
1551105545.0, 143.5078125, -47.7999088422
1551105545.0, 143.509765625, -47.6910602247
1551105545.0, 143.51171875, -47.1829390368
1551105545.0, 143.513671875, -47.0137097591
1551105545.0, 143.515625, -46.8778145304
1551105545.0, 143.517578125, -46.7562374993
1551105545.0, 143.51953125, -46.896821707
1551105545.0, 143.521484375, -46.8118827997
1551105545.0, 143.5234375, -46.7899108324
1551105545.0, 143.525390625, -47.1279017569
1551105545.0, 143.52734375, -47.5845343243
1551105545.0, 143.529296875, -47.5944736458
1551105545.0, 143.53125, -47.915223491
1551105545.0, 143.533203125, -47.8953597997
1551105545.0, 143.53515625, -48.0346584594
1551105545.0, 143.537109375, -47.9591837601
1551105545.0, 143.5390625, -48.0917608541
1551105545.0, 143.541015625, -48.1866308524
1551105545.0, 143.54296875, -48.6333375825
1551105545.0, 143.544921875, -48.5507990327
1551105545.0, 143.546875, -48.2492942019
1551105545.0, 143.548828125, -48.4143778509
1551105545.0, 143.55078125, -48.3565229091
1551105545.0, 143.552734375, -48.103854512
1551105545.0, 143.5546875, -48.2200004695
1551105545.0, 143.556640625, -48.1919780902
1551105545.0, 143.55859375, -48.2490619995
1551105545.0, 143.560546875, -48.4674142177
1551105545.0, 143.5625, -48.1318376763
1551105545.0, 143.564453125, -48.31737723
1551105545.0, 143.56640625, -48.660105795
1551105545.0, 143.568359375, -48.6694985392
1551105545.0, 143.5703125, -48.5587348465
1551105545.0, 143.572265625, -48.794253341
1551105545.0, 143.57421875, -48.6721972461
1551105545.0, 143.576171875, -48.8872204693
1551105545.0, 143.578125, -48.7173927087
1551105545.0, 143.580078125, -48.5612728933
1551105545.0, 143.58203125, -48.5276849587
1551105545.0, 143.583984375, -48.2646703324
1551105545.0, 143.5859375, -48.5919328335
1551105545.0, 143.587890625, -48.8669562325
1551105545.0, 143.58984375, -48.517747479
1551105545.0, 143.591796875, -48.3965999338
1551105545.0, 143.59375, -48.5491712093
1551105545.0, 143.595703125, -48.3480390946
1551105545.0, 143.59765625, -48.1989894039
1551105545.0, 143.599609375, -48.0749945505
1551105545.0, 143.6015625, -48.3123623746
1551105545.0, 143.603515625, -48.6841846603
1551105545.0, 143.60546875, -48.5960534306
1551105545.0, 143.607421875, -48.6164478262
1551105545.0, 143.609375, -48.9380853189
1551105545.0, 143.611328125, -48.6424676043
1551105545.0, 143.61328125, -48.4328658008
1551105545.0, 143.615234375, -48.6099584126
1551105545.0, 143.6171875, -48.7467746401
1551105545.0, 143.619140625, -48.4725210022
1551105545.0, 143.62109375, -48.5600800603
1551105545.0, 143.623046875, -48.1719519957
1551105545.0, 143.625, -47.7573188812
1551105545.0, 143.626953125, -48.5517730778
1551105545.0, 143.62890625, -48.7680797491
1551105545.0, 143.630859375, -48.529076551
1551105545.0, 143.6328125, -48.4495897688
1551105545.0, 143.634765625, -48.6217809863
1551105545.0, 143.63671875, -48.697255968
1551105545.0, 143.638671875, -48.5130831432
1551105545.0, 143.640625, -48.3821856139
1551105545.0, 143.642578125, -48.4892467269
1551105545.0, 143.64453125, -48.4170680423
1551105545.0, 143.646484375, -48.3014603768
1551105545.0, 143.6484375, -48.1444104544
1551105545.0, 143.650390625, -48.1976006885
1551105545.0, 143.65234375, -48.5927727088
1551105545.0, 143.654296875, -48.694951059
1551105545.0, 143.65625, -48.634172202
1551105545.0, 143.658203125, -48.7420080472
1551105545.0, 143.66015625, -48.6741528193
1551105545.0, 143.662109375, -48.4006556474
1551105545.0, 143.6640625, -48.3501019251
1551105545.0, 143.666015625, -48.217668962
1551105545.0, 143.66796875, -48.0169630942
1551105545.0, 143.669921875, -48.1525338971
1551105545.0, 143.671875, -48.7004031834
1551105545.0, 143.673828125, -48.6104203139
1551105545.0, 143.67578125, -48.9442164248
1551105545.0, 143.677734375, -48.5598909761
1551105545.0, 143.6796875, -48.4597642046
1551105545.0, 143.681640625, -48.3607076999
1551105545.0, 143.68359375, -48.2850852027
1551105545.0, 143.685546875, -48.8107044295
1551105545.0, 143.6875, -48.4838797712
1551105545.0, 143.689453125, -48.3843077065
1551105545.0, 143.69140625, -48.4648104319
1551105545.0, 143.693359375, -48.5732111179
1551105545.0, 143.6953125, -48.8314568577
1551105545.0, 143.697265625, -48.5679464402
1551105545.0, 143.69921875, -48.539969855
1551105545.0, 143.701171875, -48.4465388457
1551105545.0, 143.703125, -48.5612120036
1551105545.0, 143.705078125, -48.4393631634
1551105545.0, 143.70703125, -48.4658952519
1551105545.0, 143.708984375, -48.5401018216
1551105545.0, 143.7109375, -48.8380046345
1551105545.0, 143.712890625, -48.9090077686
1551105545.0, 143.71484375, -48.5810031621
